,Date,Time,Type,Fee,Amount,Status
2483,08/26/2019,11:08:21,Withdrawal,$     2.50,$   100.00,Approved
2484,08/28/2019,10:39:24,Withdrawal,$     2.50,$   100.00,Approved
2485,08/28/2019,13:36:19,Withdrawal,$     2.50,$   400.00,Approved
2486,08/28/2019,14:42:25,Withdrawal,$     0.00,$   100.00,Limit Exceeded
2487,08/28/2019,14:41:15,Withdrawal,$     2.50,$    40.00,Approved
2488,08/28/2019,14:43:36,Withdrawal,$     2.50,$   100.00,Approved
2489,08/28/2019,14:39:55,Withdrawal,$     2.50,$   100.00,Approved
2490,08/28/2019,15:18:49,Withdrawal,$     2.50,$   100.00,Approved
2491,08/29/2019,11:30:20,Withdrawal,$     0.00,$   100.00,Insufficient Funds
2492,08/29/2019,11:43:52,Withdrawal,$     2.50,$   200.00,Approved
2493,08/29/2019,11:30:57,Withdrawal,$     2.50,$    80.00,Approved
2494,08/29/2019,16:24:49,Withdrawal,$     2.50,$    20.00,Approved
2497,08/29/2019,18:29:38,Withdrawal,$     2.50,$    20.00,Approved
2498,08/30/2019,12:33:31,Withdrawal,$     2.50,$    80.00,Approved
2499,08/30/2019,13:18:05,Withdrawal,$     0.00,$    20.00,Bad Card
2501,08/30/2019,13:18:50,Withdrawal,$     0.00,$    20.00,Not Accepted
2502,08/30/2019,13:24:07,Withdrawal,$     2.50,$    20.00,Approved
2503,08/30/2019,16:17:23,Withdrawal,$     2.50,$   200.00,Approved
2504,08/30/2019,15:35:52,Withdrawal,$     2.50,$   140.00,Approved
2505,08/30/2019,18:44:36,Withdrawal,$     2.50,$    20.00,Approved
2506,08/30/2019,18:52:03,Withdrawal,$     2.50,$   220.00,Approved
2508,08/30/2019,17:13:02,Withdrawal,$     2.50,$    40.00,Approved
2510,08/31/2019,09:44:27,Withdrawal,$     2.50,$    80.00,Approved
2512,08/31/2019,14:37:39,Withdrawal,$     2.50,$   100.00,Approved
2514,08/31/2019,19:14:23,Withdrawal,$     2.50,$    60.00,Approved
2515,08/31/2019,20:55:30,Withdrawal,$     2.50,$    40.00,Approved
2517,09/01/2019,09:49:01,Withdrawal,$     2.50,$   300.00,Approved
2518,09/01/2019,10:49:23,Withdrawal,$     2.50,$   100.00,Approved
2519,09/01/2019,11:36:14,Withdrawal,$     2.50,$    20.00,Approved
2520,09/01/2019,14:12:40,Withdrawal,$     2.50,$   400.00,Approved
2521,09/01/2019,14:23:27,Withdrawal,$     2.50,$   220.00,Approved
2522,09/01/2019,15:18:18,Withdrawal,$     2.50,$    20.00,Approved
2523,09/01/2019,16:39:36,Withdrawal,$     0.00,$   100.00,Bad Pin
2524,09/01/2019,16:40:39,Withdrawal,$     2.50,$   100.00,Approved
2525,09/01/2019,16:45:06,Withdrawal,$     0.00,$   200.00,Insufficient Funds
2526,09/01/2019,14:13:38,Withdrawal,$     2.50,$   200.00,Approved
2527,09/01/2019,16:55:26,Withdrawal,$     2.50,$    20.00,Approved
2528,09/01/2019,16:45:47,Withdrawal,$     2.50,$   180.00,Approved
2530,09/01/2019,16:38:19,Withdrawal,$     0.00,$   100.00,Bad Pin
2531,09/01/2019,18:09:09,Withdrawal,$     2.50,$    60.00,Approved
2532,09/02/2019,15:04:21,Withdrawal,$     2.50,$   300.00,Approved
2533,09/02/2019,16:05:41,Withdrawal,$     2.50,$   100.00,Approved
2534,09/02/2019,17:37:09,Withdrawal,$     2.50,$    40.00,Approved
2535,09/02/2019,13:52:36,Withdrawal,$     2.50,$   180.00,Approved
2536,09/02/2019,16:53:45,Withdrawal,$     2.50,$   100.00,Approved
2537,09/03/2019,10:34:13,Withdrawal,$     2.50,$   100.00,Approved
2539,09/03/2019,12:04:57,Withdrawal,$     2.50,$   100.00,Approved
2540,09/03/2019,15:44:32,Withdrawal,$     2.50,$   120.00,Approved
2541,09/03/2019,15:34:17,Withdrawal,$     2.50,$    20.00,Approved
2542,09/03/2019,20:07:21,Withdrawal,$     2.50,$    60.00,Approved
2545,09/04/2019,18:37:47,Withdrawal,$     2.50,$    60.00,Approved
2546,09/04/2019,19:43:36,Withdrawal,$     2.50,$   100.00,Approved
2547,09/04/2019,19:42:42,Withdrawal,$     2.50,$    40.00,Approved
2548,09/04/2019,19:45:29,Withdrawal,$     2.50,$    60.00,Approved
2551,09/05/2019,08:04:15,Withdrawal,$     2.50,$   100.00,Approved
2553,09/05/2019,11:21:42,Withdrawal,$     2.50,$   120.00,Approved
2554,09/05/2019,16:54:20,Withdrawal,$     2.50,$    60.00,Approved
2555,09/05/2019,11:55:34,Withdrawal,$     2.50,$   400.00,Approved
2556,09/05/2019,19:54:14,Withdrawal,$     2.50,$   200.00,Approved
2558,09/05/2019,17:31:43,Withdrawal,$     2.50,$   200.00,Approved
2559,09/05/2019,20:08:55,Withdrawal,$     2.50,$   100.00,Approved
2561,09/06/2019,09:26:55,Withdrawal,$     2.50,$    60.00,Approved
2562,09/06/2019,19:12:43,Withdrawal,$     2.50,$    20.00,Approved
2563,09/06/2019,11:15:00,Withdrawal,$     2.50,$   140.00,Approved
2565,09/06/2019,18:16:50,Withdrawal,$     2.50,$    80.00,Approved
2567,09/07/2019,15:29:09,Withdrawal,$     2.50,$   160.00,Approved
2569,09/06/2019,19:15:41,Withdrawal,$     2.50,$   100.00,Approved
2571,09/08/2019,09:57:19,Withdrawal,$     2.50,$   100.00,Approved
2572,09/08/2019,10:03:55,Withdrawal,$     2.50,$    60.00,Approved
2573,09/07/2019,19:11:24,Withdrawal,$     2.50,$    80.00,Approved
2574,09/08/2019,11:52:30,Withdrawal,$     2.50,$   120.00,Approved
2575,09/08/2019,10:03:03,Withdrawal,$     2.50,$   400.00,Approved
2576,09/08/2019,14:14:03,Withdrawal,$     0.00,$   200.00,Unable to Process
2577,09/08/2019,14:39:05,Withdrawal,$     0.00,$    20.00,Unable to Process
2580,09/08/2019,15:29:36,Withdrawal,$     2.50,$    20.00,Approved
2581,09/09/2019,18:48:57,Withdrawal,$     2.50,$    60.00,Approved
2582,09/09/2019,15:41:17,Withdrawal,$     2.50,$   120.00,Approved
2584,09/10/2019,16:45:14,Withdrawal,$     0.00,$   200.00,Bad Card
2587,09/10/2019,16:46:43,Withdrawal,$     2.50,$   200.00,Approved
2589,09/11/2019,11:54:10,Withdrawal,$     2.50,$   360.00,Approved
2590,09/11/2019,18:53:12,Withdrawal,$     2.50,$    20.00,Approved
2591,09/11/2019,15:29:12,Withdrawal,$     2.50,$    80.00,Approved
2593,09/11/2019,17:48:42,Withdrawal,$     2.50,$    40.00,Approved
2594,09/12/2019,09:37:11,Withdrawal,$     2.50,$   140.00,Approved
2595,09/12/2019,11:24:38,Withdrawal,$     2.50,$    20.00,Approved
2596,09/12/2019,10:58:30,Withdrawal,$     2.50,$    40.00,Approved
2598,09/12/2019,18:30:38,Withdrawal,$     2.50,$    80.00,Approved
2599,09/12/2019,20:00:47,Withdrawal,$     2.50,$   180.00,Approved
2600,09/12/2019,14:19:29,Withdrawal,$     2.50,$   140.00,Approved
2603,09/12/2019,19:45:11,Withdrawal,$     2.50,$   180.00,Approved
2604,09/13/2019,15:50:09,Withdrawal,$     2.50,$    60.00,Approved
2605,09/13/2019,11:16:01,Withdrawal,$     2.50,$    40.00,Approved
2606,09/13/2019,18:46:25,Withdrawal,$     2.50,$   200.00,Approved
2607,09/13/2019,20:25:04,Withdrawal,$     2.50,$   120.00,Approved
2608,09/13/2019,14:37:57,Withdrawal,$     2.50,$   100.00,Approved
2611,09/13/2019,21:12:22,Withdrawal,$     2.50,$   120.00,Approved
2612,09/13/2019,21:15:10,Withdrawal,$     2.50,$   100.00,Approved
2613,09/13/2019,21:13:24,Withdrawal,$     2.50,$   120.00,Approved
2614,09/14/2019,12:43:27,Withdrawal,$     2.50,$    80.00,Approved
2615,09/14/2019,17:31:29,Withdrawal,$     2.50,$    20.00,Approved
2616,09/14/2019,14:40:12,Withdrawal,$     2.50,$    40.00,Approved
2618,09/13/2019,21:14:19,Withdrawal,$     2.50,$    60.00,Approved
2620,09/14/2019,21:41:43,Withdrawal,$     2.50,$    40.00,Approved
2621,09/15/2019,12:25:36,Withdrawal,$     2.50,$   200.00,Approved
2622,09/15/2019,16:15:50,Withdrawal,$     2.50,$    20.00,Approved
2623,09/15/2019,15:58:34,Withdrawal,$     2.50,$    20.00,Approved
2624,09/15/2019,20:16:12,Withdrawal,$     2.50,$    80.00,Approved
2626,09/14/2019,17:57:30,Withdrawal,$     2.50,$   300.00,Approved
2629,09/16/2019,11:13:55,Withdrawal,$     2.50,$   160.00,Approved
2630,09/16/2019,16:09:02,Withdrawal,$     2.50,$   100.00,Approved
2631,09/16/2019,13:31:34,Withdrawal,$     2.50,$   140.00,Approved
2632,09/16/2019,20:33:59,Withdrawal,$     2.50,$    40.00,Approved
2633,09/16/2019,17:38:27,Withdrawal,$     2.50,$    20.00,Approved
2636,09/17/2019,08:27:42,Withdrawal,$     2.50,$   200.00,Approved
2637,09/17/2019,18:13:36,Withdrawal,$     2.50,$    40.00,Approved
2638,09/16/2019,13:47:05,Withdrawal,$     2.50,$    80.00,Approved
2639,09/17/2019,12:21:44,Withdrawal,$     2.50,$   100.00,Approved
2640,09/17/2019,18:43:57,Withdrawal,$     2.50,$    20.00,Approved
2642,09/17/2019,21:42:18,Withdrawal,$     2.50,$   140.00,Approved
2644,09/18/2019,19:54:28,Withdrawal,$     2.50,$   400.00,Approved
2645,09/18/2019,11:08:54,Withdrawal,$     2.50,$    80.00,Approved
2646,09/18/2019,20:32:00,Withdrawal,$     2.50,$    60.00,Approved
2648,09/18/2019,20:12:09,Withdrawal,$     2.50,$    20.00,Approved
2650,09/19/2019,13:44:05,Withdrawal,$     2.50,$   120.00,Approved
2651,09/19/2019,18:51:41,Withdrawal,$     2.50,$    60.00,Approved
2652,09/19/2019,15:14:23,Withdrawal,$     2.50,$   400.00,Approved
2653,09/19/2019,20:33:21,Withdrawal,$     2.50,$    20.00,Approved
2654,09/18/2019,19:32:57,Withdrawal,$     2.50,$   200.00,Approved
2656,09/20/2019,08:31:39,Withdrawal,$     2.50,$    40.00,Approved
2658,09/20/2019,11:20:37,Withdrawal,$     2.50,$   200.00,Approved
2659,09/20/2019,17:02:28,Withdrawal,$     2.50,$    20.00,Approved
2660,09/20/2019,20:12:31,Withdrawal,$     2.50,$    80.00,Approved
2661,09/20/2019,20:52:01,Withdrawal,$     2.50,$    20.00,Approved
2663,09/20/2019,20:52:48,Withdrawal,$     2.50,$    40.00,Approved
2665,09/20/2019,20:51:19,Withdrawal,$     2.50,$    40.00,Approved
2666,09/21/2019,18:59:39,Withdrawal,$     2.50,$    20.00,Approved
2667,09/21/2019,14:59:01,Withdrawal,$     2.50,$   140.00,Approved
2668,09/21/2019,20:12:18,Withdrawal,$     2.50,$    60.00,Approved
2669,09/21/2019,13:26:24,Withdrawal,$     2.50,$    60.00,Approved
2670,09/21/2019,19:48:43,Withdrawal,$     2.50,$    60.00,Approved
2671,09/21/2019,20:33:55,Withdrawal,$     2.50,$    60.00,Approved
2674,09/21/2019,21:08:54,Withdrawal,$     2.50,$    40.00,Approved
2675,09/22/2019,12:47:48,Withdrawal,$     2.50,$    60.00,Approved
2676,09/22/2019,11:19:14,Withdrawal,$     2.50,$    60.00,Approved
2679,09/22/2019,10:51:17,Withdrawal,$     2.50,$   260.00,Approved
2680,09/23/2019,16:14:45,Withdrawal,$     2.50,$    80.00,Approved
2681,09/23/2019,19:13:32,Withdrawal,$     2.50,$   100.00,Approved
2682,09/23/2019,18:22:30,Withdrawal,$     2.50,$    80.00,Approved
2683,09/24/2019,09:54:18,Withdrawal,$     2.50,$   400.00,Approved
2685,09/24/2019,19:19:19,Withdrawal,$     2.50,$   160.00,Approved
2689,09/25/2019,09:44:02,Withdrawal,$     2.50,$    60.00,Approved
2691,09/25/2019,20:42:32,Withdrawal,$     2.50,$    40.00,Approved
2693,09/26/2019,11:31:36,Withdrawal,$     2.50,$    60.00,Approved
2695,09/25/2019,15:58:37,Withdrawal,$     2.50,$   140.00,Approved
2696,09/26/2019,11:32:33,Withdrawal,$     2.50,$   240.00,Approved
2697,09/26/2019,14:47:45,Withdrawal,$     2.50,$    40.00,Approved
2698,09/26/2019,14:25:51,Withdrawal,$     2.50,$    80.00,Approved
2700,09/26/2019,16:43:39,Withdrawal,$     2.50,$    60.00,Approved
2701,09/27/2019,08:16:29,Withdrawal,$     2.50,$    20.00,Approved
2703,09/27/2019,10:27:30,Withdrawal,$     2.50,$   200.00,Approved
2704,09/27/2019,16:37:04,Withdrawal,$     2.50,$    20.00,Approved
2705,09/27/2019,14:37:12,Withdrawal,$     2.50,$   240.00,Approved
2706,09/27/2019,13:48:04,Withdrawal,$     2.50,$   120.00,Approved
2707,09/27/2019,18:44:02,Withdrawal,$     0.00,$    40.00,Bad Pin
2708,09/27/2019,18:45:38,Withdrawal,$     2.50,$    40.00,Approved
2709,09/27/2019,18:44:58,Withdrawal,$     0.00,$    60.00,Insufficient Funds
2710,09/27/2019,18:38:16,Withdrawal,$     0.00,$   100.00,Bad Pin
2711,09/28/2019,09:03:45,Withdrawal,$     2.50,$   260.00,Approved
2714,09/28/2019,10:38:46,Withdrawal,$     2.50,$    40.00,Approved
2715,09/28/2019,11:53:39,Withdrawal,$     2.50,$    60.00,Approved
2716,09/28/2019,13:23:59,Withdrawal,$     2.50,$    60.00,Approved
2717,09/28/2019,22:02:57,Withdrawal,$     2.50,$    40.00,Approved
2719,09/28/2019,22:17:37,Withdrawal,$     2.50,$   100.00,Approved
2720,09/29/2019,11:59:15,Withdrawal,$     2.50,$   240.00,Approved
2721,09/29/2019,11:53:23,Withdrawal,$     2.50,$   120.00,Approved
2723,09/29/2019,15:48:25,Withdrawal,$     2.50,$    20.00,Approved
2724,09/29/2019,17:17:49,Withdrawal,$     2.50,$    40.00,Approved
2725,09/29/2019,19:08:36,Withdrawal,$     2.50,$    40.00,Approved
2726,09/29/2019,15:49:47,Withdrawal,$     2.50,$   100.00,Approved
2727,09/29/2019,13:43:07,Withdrawal,$     2.50,$   100.00,Approved
2729,09/29/2019,19:18:48,Withdrawal,$     2.50,$   100.00,Approved
2730,09/30/2019,09:52:09,Withdrawal,$     2.50,$    80.00,Approved
2731,09/30/2019,09:29:54,Withdrawal,$     2.50,$   100.00,Approved
2732,09/30/2019,11:55:25,Withdrawal,$     2.50,$   400.00,Approved
2733,09/30/2019,12:22:29,Withdrawal,$     2.50,$    20.00,Approved
2735,09/30/2019,11:56:25,Withdrawal,$     2.50,$   200.00,Approved
2736,09/30/2019,17:19:26,Withdrawal,$     2.50,$   200.00,Approved
2737,09/30/2019,17:18:26,Withdrawal,$     2.50,$   400.00,Approved
2739,09/30/2019,15:49:06,Withdrawal,$     2.50,$   140.00,Approved
2740,10/01/2019,09:02:51,Withdrawal,$     2.50,$   160.00,Approved
2742,10/01/2019,11:03:28,Withdrawal,$     2.50,$    40.00,Approved
2743,10/01/2019,21:39:49,Withdrawal,$     2.50,$    60.00,Approved
2745,09/30/2019,21:51:02,Withdrawal,$     2.50,$    60.00,Approved
2746,10/02/2019,16:47:55,Withdrawal,$     2.50,$    40.00,Approved
2747,10/02/2019,14:37:29,Withdrawal,$     2.50,$   400.00,Approved
2748,10/02/2019,10:46:23,Withdrawal,$     2.50,$   400.00,Approved
2749,10/02/2019,19:40:15,Withdrawal,$     2.50,$    40.00,Approved
2750,10/02/2019,17:29:09,Withdrawal,$     2.50,$    20.00,Approved
2752,10/02/2019,20:05:40,Withdrawal,$     2.50,$    60.00,Approved
2753,10/02/2019,20:59:07,Withdrawal,$     0.00,$   100.00,Bad Transaction
2754,10/03/2019,09:55:03,Withdrawal,$     2.50,$    40.00,Approved
2755,10/02/2019,20:57:39,Withdrawal,$     2.50,$   400.00,Approved
2756,10/03/2019,16:04:06,Withdrawal,$     2.50,$    80.00,Approved
2757,10/03/2019,12:32:31,Withdrawal,$     2.50,$    60.00,Approved
2758,10/03/2019,14:37:18,Withdrawal,$     2.50,$    20.00,Approved
2759,10/03/2019,16:29:38,Withdrawal,$     2.50,$    40.00,Approved
2760,10/04/2019,09:39:25,Withdrawal,$     2.50,$   100.00,Approved
2762,10/04/2019,15:33:13,Withdrawal,$     2.50,$    40.00,Approved
2764,10/04/2019,17:09:28,Withdrawal,$     2.50,$   100.00,Approved
2765,10/04/2019,17:46:57,Withdrawal,$     2.50,$    80.00,Approved
2767,10/04/2019,17:58:53,Withdrawal,$     2.50,$    60.00,Approved
2769,10/05/2019,08:19:41,Withdrawal,$     2.50,$    40.00,Approved
2770,10/05/2019,08:20:28,Withdrawal,$     2.50,$    40.00,Approved
2771,10/05/2019,09:24:24,Withdrawal,$     2.50,$    80.00,Approved
2772,10/05/2019,13:07:48,Withdrawal,$     2.50,$   400.00,Approved
2773,10/05/2019,14:08:51,Withdrawal,$     2.50,$    60.00,Approved
2774,10/05/2019,13:08:41,Withdrawal,$     2.50,$   400.00,Approved
2775,10/05/2019,16:19:38,Withdrawal,$     2.50,$    40.00,Approved
2776,10/05/2019,18:57:14,Withdrawal,$     2.50,$    60.00,Approved
2778,10/05/2019,20:28:45,Withdrawal,$     2.50,$    80.00,Approved
2780,10/05/2019,10:07:16,Withdrawal,$     2.50,$    60.00,Approved
2781,10/05/2019,21:36:07,Withdrawal,$     2.50,$    20.00,Approved
2782,10/05/2019,21:34:26,Withdrawal,$     2.50,$    40.00,Approved
2783,10/06/2019,12:59:19,Withdrawal,$     2.50,$    40.00,Approved
2784,10/06/2019,11:05:09,Withdrawal,$     2.50,$    60.00,Approved
2785,10/06/2019,16:33:04,Withdrawal,$     2.50,$    40.00,Approved
2786,10/06/2019,14:11:04,Withdrawal,$     2.50,$   100.00,Approved
2788,10/06/2019,16:35:07,Withdrawal,$     2.50,$    20.00,Approved
2789,10/05/2019,21:35:15,Withdrawal,$     2.50,$    40.00,Approved
2790,10/07/2019,15:57:58,Withdrawal,$     2.50,$    60.00,Approved
2791,10/07/2019,20:39:59,Withdrawal,$     2.50,$    40.00,Approved
2792,10/07/2019,17:21:02,Withdrawal,$     2.50,$    20.00,Approved
2794,10/07/2019,20:58:48,Withdrawal,$     2.50,$    60.00,Approved
2796,10/08/2019,13:46:54,Withdrawal,$     2.50,$   100.00,Approved
2797,10/08/2019,16:40:49,Withdrawal,$     2.50,$    60.00,Approved
2799,10/08/2019,17:10:14,Withdrawal,$     2.50,$   200.00,Approved
2800,10/08/2019,18:02:48,Withdrawal,$     2.50,$   100.00,Approved
2801,10/08/2019,17:23:55,Withdrawal,$     2.50,$   100.00,Approved
2803,10/08/2019,14:06:26,Withdrawal,$     2.50,$   100.00,Approved
2804,10/09/2019,16:47:47,Withdrawal,$     2.50,$    40.00,Approved
2805,10/09/2019,20:52:11,Withdrawal,$     2.50,$    60.00,Approved
2806,10/09/2019,19:28:36,Withdrawal,$     2.50,$    80.00,Approved
2808,10/09/2019,21:31:49,Withdrawal,$     2.50,$   120.00,Approved
2811,10/10/2019,12:30:22,Withdrawal,$     2.50,$    40.00,Approved
2812,10/10/2019,19:59:02,Withdrawal,$     2.50,$    60.00,Approved
2814,10/10/2019,14:06:59,Withdrawal,$     2.50,$   180.00,Approved
2815,10/11/2019,11:29:35,Withdrawal,$     2.50,$   200.00,Approved
2817,10/11/2019,19:14:00,Withdrawal,$     2.50,$    20.00,Approved
2818,10/11/2019,19:05:47,Withdrawal,$     2.50,$    60.00,Approved
2821,10/12/2019,15:04:15,Withdrawal,$     2.50,$   400.00,Approved
2822,10/12/2019,15:05:06,Withdrawal,$     2.50,$   200.00,Approved
2825,10/12/2019,16:34:59,Withdrawal,$     2.50,$    60.00,Approved
2826,10/12/2019,17:52:14,Withdrawal,$     2.50,$   160.00,Approved
2827,10/13/2019,18:22:40,Withdrawal,$     2.50,$    20.00,Approved
2829,10/12/2019,19:23:18,Withdrawal,$     2.50,$   100.00,Approved
2831,10/13/2019,20:13:16,Withdrawal,$     2.50,$    40.00,Approved
2833,10/14/2019,10:10:19,Withdrawal,$     2.50,$   100.00,Approved
2835,10/13/2019,20:14:20,Withdrawal,$     2.50,$    60.00,Approved
2837,10/15/2019,10:38:50,Withdrawal,$     2.50,$   100.00,Approved
2838,10/15/2019,19:41:39,Withdrawal,$     0.00,$   120.00,Not Accepted
2839,10/15/2019,14:44:50,Withdrawal,$     2.50,$   100.00,Approved
2840,10/15/2019,19:50:32,Withdrawal,$     2.50,$   140.00,Approved
2842,10/15/2019,09:03:12,Withdrawal,$     2.50,$    20.00,Approved
2843,10/16/2019,08:25:14,Withdrawal,$     2.50,$   240.00,Approved
2845,10/16/2019,10:15:47,Withdrawal,$     2.50,$    20.00,Approved
2846,10/16/2019,19:24:30,Withdrawal,$     2.50,$    80.00,Approved
2847,10/16/2019,15:57:58,Withdrawal,$     2.50,$    60.00,Approved
2848,10/16/2019,16:08:14,Withdrawal,$     2.50,$    80.00,Approved
2851,10/17/2019,12:17:44,Withdrawal,$     2.50,$    40.00,Approved
2852,10/17/2019,12:13:15,Withdrawal,$     2.50,$   180.00,Approved
2855,10/17/2019,20:01:19,Withdrawal,$     2.50,$    40.00,Approved
2856,10/18/2019,19:56:11,Withdrawal,$     2.50,$   400.00,Approved
2857,10/18/2019,08:28:10,Withdrawal,$     2.50,$   100.00,Approved
2858,10/18/2019,20:29:48,Withdrawal,$     0.00,$   400.00,Bad Transaction
2860,10/18/2019,19:57:41,Withdrawal,$     2.50,$   140.00,Approved
2861,10/18/2019,20:30:38,Withdrawal,$     0.00,$   100.00,Bad Transaction
2862,10/18/2019,20:31:29,Withdrawal,$     0.00,$    80.00,Bad Transaction
2864,10/19/2019,10:00:14,Withdrawal,$     0.00,$   140.00,Insufficient Funds
2865,10/19/2019,10:01:09,Withdrawal,$     0.00,$   100.00,Insufficient Funds
2867,10/19/2019,10:02:28,Withdrawal,$     0.00,$    60.00,Insufficient Funds
2868,10/19/2019,10:04:45,Withdrawal,$     2.50,$    60.00,Approved
2869,10/19/2019,10:01:49,Withdrawal,$     0.00,$    80.00,Insufficient Funds
2870,10/19/2019,13:45:16,Withdrawal,$     2.50,$   100.00,Approved
2871,10/19/2019,10:03:21,Withdrawal,$     2.50,$    40.00,Approved
2872,10/19/2019,17:26:14,Withdrawal,$     2.50,$    60.00,Approved
2874,10/19/2019,16:22:14,Withdrawal,$     2.50,$    60.00,Approved
2875,10/19/2019,21:51:01,Withdrawal,$     0.00,$    40.00,Not Accepted
2877,10/19/2019,21:52:08,Withdrawal,$     0.00,$    40.00,Bad Card
2878,10/20/2019,19:39:39,Withdrawal,$     0.00,$   220.00,Insufficient Funds
2879,10/20/2019,20:10:04,Withdrawal,$     2.50,$    40.00,Approved
2880,10/20/2019,19:40:46,Withdrawal,$     2.50,$   220.00,Approved
2883,10/20/2019,12:19:34,Withdrawal,$     2.50,$   100.00,Approved
2884,10/21/2019,12:17:34,Withdrawal,$     2.50,$    20.00,Approved
2885,10/21/2019,12:16:13,Withdrawal,$     0.00,$    20.00,Not Accepted
2886,10/21/2019,14:28:34,Withdrawal,$     2.50,$    80.00,Approved
2887,10/21/2019,18:33:20,Withdrawal,$     2.50,$    40.00,Approved
2890,10/21/2019,21:33:30,Withdrawal,$     2.50,$    20.00,Approved
2891,10/21/2019,21:34:38,Withdrawal,$     2.50,$    20.00,Approved
2892,10/22/2019,08:27:48,Withdrawal,$     2.50,$   100.00,Approved
2893,10/22/2019,10:08:45,Withdrawal,$     2.50,$   200.00,Approved
2894,10/21/2019,09:58:50,Withdrawal,$     2.50,$   140.00,Approved
2895,10/22/2019,16:18:34,Withdrawal,$     2.50,$    40.00,Approved
2897,10/23/2019,15:10:23,Withdrawal,$     2.50,$   120.00,Approved
2899,10/23/2019,15:11:31,Withdrawal,$     2.50,$    40.00,Approved
2901,10/24/2019,10:16:46,Withdrawal,$     2.50,$    40.00,Approved
2902,10/24/2019,11:57:28,Withdrawal,$     2.50,$   140.00,Approved
2904,10/24/2019,11:56:27,Withdrawal,$     2.50,$   140.00,Approved
2905,10/24/2019,18:56:49,Withdrawal,$     2.50,$   120.00,Approved
2906,10/24/2019,16:09:37,Withdrawal,$     2.50,$    80.00,Approved
2907,10/24/2019,20:03:09,Withdrawal,$     2.50,$    20.00,Approved
2909,10/24/2019,14:51:27,Withdrawal,$     2.50,$    20.00,Approved
2910,10/24/2019,20:04:19,Withdrawal,$     2.50,$    60.00,Approved
2912,10/24/2019,22:01:46,Withdrawal,$     2.50,$    40.00,Approved
2913,10/25/2019,18:28:38,Withdrawal,$     2.50,$    60.00,Approved
2914,10/25/2019,11:28:38,Withdrawal,$     2.50,$    40.00,Approved
2916,10/25/2019,15:57:51,Withdrawal,$     2.50,$    60.00,Approved
2917,10/25/2019,22:31:38,Withdrawal,$     2.50,$    40.00,Approved
2918,10/25/2019,19:56:33,Withdrawal,$     2.50,$    60.00,Approved
2920,10/26/2019,15:10:12,Withdrawal,$     2.50,$   400.00,Approved
2921,10/26/2019,15:12:21,Withdrawal,$     0.00,$   200.00,Not Accepted
2922,10/26/2019,15:11:13,Withdrawal,$     2.50,$   400.00,Approved
2923,10/26/2019,15:13:15,Withdrawal,$     2.50,$   180.00,Approved
2924,10/26/2019,17:48:36,Withdrawal,$     0.00,$   100.00,Bad Card
2925,10/26/2019,12:26:21,Withdrawal,$     2.50,$   100.00,Approved
2926,10/26/2019,21:31:22,Withdrawal,$     2.50,$    40.00,Approved
2927,10/27/2019,10:56:58,Withdrawal,$     2.50,$   100.00,Approved
2928,10/26/2019,21:32:10,Withdrawal,$     2.50,$    40.00,Approved
2930,10/27/2019,17:10:34,Withdrawal,$     2.50,$    80.00,Approved
2931,10/27/2019,18:52:39,Withdrawal,$     2.50,$    20.00,Approved
2932,10/27/2019,13:38:25,Withdrawal,$     2.50,$    40.00,Approved
2933,10/27/2019,18:53:54,Withdrawal,$     2.50,$    60.00,Approved
2934,10/27/2019,17:26:34,Withdrawal,$     2.50,$    60.00,Approved
2937,10/27/2019,20:17:09,Withdrawal,$     2.50,$    20.00,Approved
2938,10/28/2019,15:55:29,Withdrawal,$     2.50,$   140.00,Approved
2939,10/28/2019,09:24:44,Withdrawal,$     2.50,$   140.00,Approved
2942,10/28/2019,15:07:03,Withdrawal,$     2.50,$    40.00,Approved
2943,10/29/2019,13:43:24,Withdrawal,$     2.50,$    40.00,Approved
2944,10/29/2019,08:53:00,Withdrawal,$     2.50,$   220.00,Approved
2946,10/29/2019,14:02:16,Withdrawal,$     2.50,$    60.00,Approved
2947,10/29/2019,20:25:31,Withdrawal,$     2.50,$    60.00,Approved
2948,10/29/2019,20:19:22,Withdrawal,$     2.50,$   140.00,Approved
2949,10/29/2019,17:45:34,Withdrawal,$     2.50,$   400.00,Approved
2950,10/29/2019,11:46:45,Withdrawal,$     2.50,$   400.00,Approved
2951,10/30/2019,11:19:50,Withdrawal,$     2.50,$    40.00,Approved
2953,10/30/2019,17:09:28,Withdrawal,$     2.50,$    40.00,Approved
2955,10/30/2019,18:30:20,Withdrawal,$     2.50,$    60.00,Approved
2956,10/30/2019,18:18:47,Withdrawal,$     2.50,$    20.00,Approved
2959,10/31/2019,13:59:41,Withdrawal,$     2.50,$   200.00,Approved
2960,10/31/2019,16:30:26,Withdrawal,$     2.50,$    40.00,Approved
2961,10/31/2019,18:14:05,Withdrawal,$     2.50,$   400.00,Approved
2962,10/31/2019,18:20:34,Withdrawal,$     0.00,$    20.00,Insufficient Funds
2963,10/31/2019,18:14:56,Withdrawal,$     2.50,$   200.00,Approved
2964,10/31/2019,18:21:49,Withdrawal,$     2.50,$    20.00,Approved
2965,10/31/2019,14:12:25,Withdrawal,$     2.50,$    80.00,Approved
2966,10/31/2019,20:31:37,Withdrawal,$     2.50,$   100.00,Approved
