,Date,Time,Type,Fee,Amount,Status
1017,02/07/2019,21:05:27,Withdrawal,$     2.50,$    40.00,Approved
1018,02/08/2019,11:32:07,Withdrawal,$     0.00,$    40.00,Insufficient Funds
1019,02/08/2019,17:39:00,Withdrawal,$     2.50,$   160.00,Approved
1020,02/08/2019,18:28:03,Withdrawal,$     2.50,$    20.00,Approved
1023,02/08/2019,22:41:59,Withdrawal,$     2.50,$    40.00,Approved
1024,02/09/2019,10:37:49,Withdrawal,$     2.50,$    40.00,Approved
1025,02/09/2019,15:33:41,Withdrawal,$     2.50,$    20.00,Approved
1026,02/09/2019,17:27:57,Withdrawal,$     0.00,$   200.00,Limit Exceeded
1027,02/09/2019,17:54:21,Withdrawal,$     2.50,$    80.00,Approved
1028,02/09/2019,20:02:27,Withdrawal,$     2.50,$    20.00,Approved
1029,02/09/2019,20:25:38,Withdrawal,$     2.50,$    40.00,Approved
1030,02/09/2019,20:34:11,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1031,02/09/2019,20:34:57,Withdrawal,$     2.50,$    40.00,Approved
1034,02/10/2019,13:03:28,Withdrawal,$     2.50,$    60.00,Approved
1035,02/10/2019,14:46:53,Withdrawal,$     2.50,$    80.00,Approved
1038,02/11/2019,12:36:28,Withdrawal,$     2.50,$    20.00,Approved
1039,02/11/2019,13:32:22,Withdrawal,$     2.50,$   100.00,Approved
1040,02/11/2019,17:58:05,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1041,02/11/2019,16:34:04,Withdrawal,$     2.50,$    20.00,Approved
1042,02/11/2019,17:58:57,Withdrawal,$     2.50,$    20.00,Approved
1043,02/11/2019,18:47:23,Withdrawal,$     2.50,$   160.00,Approved
1044,02/11/2019,18:56:38,Withdrawal,$     2.50,$   100.00,Approved
1047,02/11/2019,21:05:28,Withdrawal,$     2.50,$    40.00,Approved
1048,02/11/2019,21:06:13,Withdrawal,$     2.50,$    40.00,Approved
1049,02/12/2019,12:48:24,Withdrawal,$     0.00,$    60.00,Insufficient Funds
1050,02/12/2019,12:54:52,Withdrawal,$     2.50,$    60.00,Approved
1051,02/12/2019,19:28:25,Withdrawal,$     2.50,$   140.00,Approved
1054,02/13/2019,12:23:45,Withdrawal,$     2.50,$    60.00,Approved
1055,02/13/2019,17:34:26,Withdrawal,$     2.50,$   100.00,Approved
1056,02/13/2019,20:40:51,Withdrawal,$     2.50,$    20.00,Approved
1057,02/13/2019,15:50:01,Withdrawal,$     2.50,$    60.00,Approved
1060,02/14/2019,10:17:58,Withdrawal,$     2.50,$    20.00,Approved
1061,02/14/2019,12:16:16,Withdrawal,$     0.00,$   200.00,Not Accepted
1062,02/14/2019,14:03:14,Withdrawal,$     2.50,$   100.00,Approved
1063,02/14/2019,15:40:02,Withdrawal,$     2.50,$    40.00,Approved
1064,02/14/2019,19:22:23,Withdrawal,$     2.50,$    60.00,Approved
1067,02/15/2019,11:03:42,Withdrawal,$     2.50,$   140.00,Approved
1068,02/15/2019,12:55:41,Withdrawal,$     2.50,$   400.00,Approved
1069,02/15/2019,16:08:48,Withdrawal,$     2.50,$   200.00,Approved
1072,02/16/2019,09:41:30,Withdrawal,$     2.50,$    20.00,Approved
1073,02/16/2019,13:06:29,Withdrawal,$     2.50,$    40.00,Approved
1074,02/16/2019,17:59:00,Withdrawal,$     2.50,$   200.00,Approved
1075,02/16/2019,18:28:38,Withdrawal,$     2.50,$    40.00,Approved
1078,02/17/2019,16:27:05,Withdrawal,$     2.50,$   400.00,Approved
1079,02/17/2019,16:28:21,Withdrawal,$     2.50,$   140.00,Approved
1080,02/17/2019,16:30:23,Withdrawal,$     2.50,$    40.00,Approved
1083,02/18/2019,16:59:53,Withdrawal,$     2.50,$   100.00,Approved
1084,02/18/2019,19:19:13,Withdrawal,$     2.50,$   300.00,Approved
1085,02/18/2019,19:40:36,Withdrawal,$     0.00,$   100.00,Bad Pin
1086,02/18/2019,19:41:34,Withdrawal,$     2.50,$   100.00,Approved
1089,02/18/2019,21:25:44,Withdrawal,$     2.50,$   300.00,Approved
1090,02/19/2019,15:39:17,Withdrawal,$     2.50,$    80.00,Approved
1091,02/19/2019,17:40:10,Withdrawal,$     2.50,$    80.00,Approved
1092,02/19/2019,18:47:02,Withdrawal,$     2.50,$   100.00,Approved
1093,02/19/2019,18:48:03,Withdrawal,$     2.50,$   100.00,Approved
1096,02/20/2019,18:43:28,Withdrawal,$     2.50,$    20.00,Approved
1098,02/20/2019,08:26:47,Withdrawal,$     2.50,$    20.00,Approved
1100,02/21/2019,11:26:53,Withdrawal,$     2.50,$   100.00,Approved
1101,02/20/2019,21:52:43,Withdrawal,$     2.50,$   140.00,Approved
1102,02/21/2019,13:21:24,Withdrawal,$     2.50,$   260.00,Approved
1104,02/21/2019,15:43:28,Withdrawal,$     2.50,$   200.00,Approved
1105,02/21/2019,16:38:46,Withdrawal,$     2.50,$    40.00,Approved
1106,02/21/2019,17:10:04,Withdrawal,$     2.50,$    60.00,Approved
1109,02/22/2019,08:32:23,Withdrawal,$     2.50,$   100.00,Approved
1110,02/22/2019,13:54:25,Withdrawal,$     2.50,$   200.00,Approved
1111,02/22/2019,17:09:57,Withdrawal,$     2.50,$   100.00,Approved
1112,02/22/2019,17:17:21,Withdrawal,$     2.50,$    40.00,Approved
1115,02/23/2019,17:03:10,Withdrawal,$     2.50,$    40.00,Approved
1118,02/23/2019,21:12:51,Withdrawal,$     2.50,$    40.00,Approved
1119,02/24/2019,13:56:24,Withdrawal,$     2.50,$    60.00,Approved
1120,02/24/2019,18:13:00,Withdrawal,$     2.50,$    40.00,Approved
1121,02/24/2019,18:30:48,Withdrawal,$     2.50,$    60.00,Approved
1124,02/25/2019,12:46:18,Withdrawal,$     2.50,$    40.00,Approved
1125,02/25/2019,13:48:19,Withdrawal,$     2.50,$   100.00,Approved
1126,02/25/2019,18:31:57,Withdrawal,$     2.50,$    60.00,Approved
1129,02/27/2019,16:53:33,Withdrawal,$     2.50,$   140.00,Approved
1132,02/27/2019,20:58:22,Withdrawal,$     2.50,$   400.00,Approved
1133,02/27/2019,20:59:46,Withdrawal,$     2.50,$   120.00,Approved
1134,02/28/2019,08:46:44,Withdrawal,$     2.50,$    20.00,Approved
1135,02/28/2019,15:53:14,Withdrawal,$     2.50,$    20.00,Approved
1138,02/28/2019,20:58:56,Withdrawal,$     2.50,$    40.00,Approved
1139,02/28/2019,21:07:20,Withdrawal,$     2.50,$   280.00,Approved
1141,03/01/2019,09:47:14,Withdrawal,$     2.50,$   380.00,Approved
1142,03/01/2019,11:14:50,Withdrawal,$     2.50,$   100.00,Approved
1143,03/01/2019,12:32:12,Withdrawal,$     2.50,$    20.00,Approved
1144,03/01/2019,14:32:05,Withdrawal,$     0.00,$    80.00,Insufficient Funds
1145,03/01/2019,14:32:52,Withdrawal,$     2.50,$    60.00,Approved
1146,03/01/2019,16:38:53,Withdrawal,$     2.50,$    20.00,Approved
1147,03/01/2019,15:19:32,Withdrawal,$     2.50,$   400.00,Approved
1148,03/01/2019,17:58:04,Withdrawal,$     0.00,$    40.00,Not Accepted
1149,03/01/2019,17:57:24,Withdrawal,$     0.00,$    60.00,Not Accepted
1151,03/01/2019,22:32:32,Withdrawal,$     2.50,$    80.00,Approved
1152,03/02/2019,13:46:22,Withdrawal,$     2.50,$    40.00,Approved
1153,03/02/2019,14:41:17,Withdrawal,$     2.50,$   100.00,Approved
1154,03/02/2019,14:57:22,Withdrawal,$     2.50,$    20.00,Approved
1155,03/02/2019,17:39:01,Withdrawal,$     2.50,$    60.00,Approved
1156,03/02/2019,20:11:03,Withdrawal,$     2.50,$    20.00,Approved
1159,03/02/2019,21:26:37,Withdrawal,$     2.50,$    20.00,Approved
1160,03/02/2019,22:12:18,Withdrawal,$     2.50,$    20.00,Approved
1161,03/03/2019,12:34:21,Withdrawal,$     2.50,$   140.00,Approved
1162,03/03/2019,19:06:25,Withdrawal,$     2.50,$    80.00,Approved
1163,03/03/2019,19:57:58,Withdrawal,$     2.50,$    20.00,Approved
1164,03/03/2019,20:15:19,Withdrawal,$     2.50,$    40.00,Approved
1167,03/04/2019,10:16:12,Withdrawal,$     2.50,$   400.00,Approved
1168,03/04/2019,10:17:47,Withdrawal,$     2.50,$   100.00,Approved
1169,03/04/2019,11:16:06,Withdrawal,$     0.00,$   400.00,Limit Exceeded
1170,03/04/2019,11:16:59,Withdrawal,$     2.50,$   100.00,Approved
1171,03/04/2019,11:58:25,Withdrawal,$     2.50,$   200.00,Approved
1172,03/04/2019,13:33:48,Withdrawal,$     2.50,$   100.00,Approved
1173,03/04/2019,13:56:35,Withdrawal,$     2.50,$    20.00,Approved
1174,03/04/2019,16:53:40,Withdrawal,$     0.00,$   200.00,Not Accepted
1175,03/04/2019,16:55:21,Withdrawal,$     2.50,$   100.00,Approved
1176,03/04/2019,16:56:02,Withdrawal,$     2.50,$   100.00,Approved
1177,03/04/2019,17:21:25,Withdrawal,$     2.50,$    60.00,Approved
1178,03/04/2019,18:52:37,Withdrawal,$     2.50,$    40.00,Approved
1180,03/05/2019,11:42:43,Withdrawal,$     2.50,$   140.00,Approved
1181,03/05/2019,12:02:09,Withdrawal,$     2.50,$   100.00,Approved
1182,03/05/2019,12:28:31,Withdrawal,$     2.50,$    40.00,Approved
1183,03/05/2019,15:14:45,Withdrawal,$     2.50,$    20.00,Approved
1184,03/05/2019,17:36:01,Withdrawal,$     2.50,$    20.00,Approved
1185,03/05/2019,18:24:00,Withdrawal,$     2.50,$    20.00,Approved
1188,03/05/2019,21:06:19,Withdrawal,$     2.50,$    20.00,Approved
1189,03/05/2019,21:10:11,Withdrawal,$     0.00,$   100.00,Insufficient Funds
1190,03/05/2019,21:11:57,Withdrawal,$     2.50,$   100.00,Approved
1191,03/06/2019,20:47:59,Withdrawal,$     2.50,$    20.00,Approved
1195,03/07/2019,11:20:40,Withdrawal,$     2.50,$    40.00,Approved
1196,03/07/2019,12:14:18,Withdrawal,$     2.50,$    20.00,Approved
1197,03/07/2019,16:44:48,Withdrawal,$     2.50,$    20.00,Approved
1198,03/07/2019,17:17:39,Withdrawal,$     2.50,$    40.00,Approved
1201,03/08/2019,08:49:06,Withdrawal,$     2.50,$    20.00,Approved
1202,03/08/2019,09:34:07,Withdrawal,$     2.50,$    80.00,Approved
1203,03/08/2019,10:37:42,Withdrawal,$     2.50,$   100.00,Approved
1204,03/08/2019,12:15:17,Withdrawal,$     2.50,$   400.00,Approved
1205,03/08/2019,12:16:59,Withdrawal,$     2.50,$    20.00,Approved
1206,03/08/2019,12:17:55,Withdrawal,$     2.50,$    20.00,Approved
1207,03/08/2019,13:18:18,Withdrawal,$     2.50,$   100.00,Approved
1208,03/08/2019,13:55:26,Withdrawal,$     2.50,$    40.00,Approved
1209,03/08/2019,17:02:02,Withdrawal,$     2.50,$    60.00,Approved
1210,03/08/2019,20:18:13,Withdrawal,$     2.50,$    80.00,Approved
1211,03/08/2019,20:51:04,Withdrawal,$     2.50,$    40.00,Approved
1212,03/08/2019,20:51:58,Withdrawal,$     2.50,$    20.00,Approved
1215,03/08/2019,21:37:50,Withdrawal,$     2.50,$    60.00,Approved
1217,03/09/2019,14:25:17,Withdrawal,$     2.50,$   100.00,Approved
1219,03/09/2019,15:59:40,Withdrawal,$     0.00,$    60.00,Bad Pin
1220,03/09/2019,15:21:11,Withdrawal,$     2.50,$    60.00,Approved
1221,03/09/2019,16:00:27,Withdrawal,$     2.50,$    60.00,Approved
1222,03/09/2019,18:38:06,Withdrawal,$     2.50,$    60.00,Approved
1223,03/09/2019,20:16:05,Withdrawal,$     2.50,$    40.00,Approved
1224,03/09/2019,19:36:44,Withdrawal,$     2.50,$    80.00,Approved
1225,03/09/2019,22:05:37,Withdrawal,$     2.50,$   100.00,Approved
1227,03/10/2019,17:27:37,Withdrawal,$     2.50,$    20.00,Approved
1228,03/10/2019,20:21:29,Withdrawal,$     2.50,$    80.00,Approved
1229,03/10/2019,16:37:16,Withdrawal,$     2.50,$    40.00,Approved
1232,03/11/2019,12:08:19,Withdrawal,$     0.00,$   140.00,Insufficient Funds
1233,03/11/2019,16:35:36,Withdrawal,$     2.50,$    40.00,Approved
1235,03/11/2019,13:55:53,Withdrawal,$     2.50,$    20.00,Approved
1237,03/11/2019,20:10:58,Withdrawal,$     2.50,$   120.00,Approved
1238,03/12/2019,16:49:52,Withdrawal,$     2.50,$    40.00,Approved
1240,03/12/2019,20:47:10,Withdrawal,$     2.50,$   180.00,Approved
1241,03/13/2019,08:39:07,Withdrawal,$     2.50,$    80.00,Approved
1244,03/13/2019,09:17:29,Withdrawal,$     2.50,$    80.00,Approved
1245,03/13/2019,18:48:27,Withdrawal,$     2.50,$   200.00,Approved
1246,03/13/2019,13:57:56,Withdrawal,$     2.50,$    40.00,Approved
1247,03/13/2019,20:06:37,Withdrawal,$     0.00,$    20.00,Bad Transaction
1248,03/13/2019,19:05:33,Withdrawal,$     2.50,$    20.00,Approved
1249,03/13/2019,20:12:59,Withdrawal,$     2.50,$    40.00,Approved
1250,03/13/2019,16:07:15,Withdrawal,$     2.50,$    60.00,Approved
1251,03/13/2019,20:45:00,Withdrawal,$     2.50,$   100.00,Approved
1252,03/13/2019,20:07:27,Withdrawal,$     2.50,$    20.00,Approved
1255,03/13/2019,20:30:22,Withdrawal,$     2.50,$    20.00,Approved
1256,03/14/2019,15:56:41,Withdrawal,$     2.50,$    80.00,Approved
1257,03/13/2019,21:53:19,Withdrawal,$     2.50,$    40.00,Approved
1258,03/14/2019,17:52:24,Withdrawal,$     2.50,$   100.00,Approved
1261,03/15/2019,11:17:04,Withdrawal,$     2.50,$    60.00,Approved
1262,03/14/2019,19:58:50,Withdrawal,$     2.50,$   100.00,Approved
1263,03/15/2019,11:33:53,Withdrawal,$     2.50,$    80.00,Approved
1265,03/15/2019,16:06:41,Withdrawal,$     2.50,$   260.00,Approved
1266,03/15/2019,19:45:05,Withdrawal,$     2.50,$    40.00,Approved
1268,03/14/2019,21:17:18,Withdrawal,$     2.50,$   100.00,Approved
1270,03/15/2019,21:27:17,Withdrawal,$     2.50,$    20.00,Approved
1271,03/15/2019,17:13:05,Withdrawal,$     2.50,$    40.00,Approved
1272,03/16/2019,11:13:58,Withdrawal,$     2.50,$   100.00,Approved
1273,03/16/2019,10:56:54,Withdrawal,$     2.50,$   100.00,Approved
1274,03/16/2019,11:46:29,Withdrawal,$     0.00,$    80.00,Insufficient Funds
1275,03/16/2019,14:56:15,Withdrawal,$     2.50,$    20.00,Approved
1276,03/16/2019,14:55:29,Withdrawal,$     2.50,$    40.00,Approved
1277,03/16/2019,18:36:26,Withdrawal,$     2.50,$    20.00,Approved
1278,03/16/2019,19:47:45,Withdrawal,$     2.50,$    60.00,Approved
1279,03/16/2019,20:28:57,Withdrawal,$     2.50,$    20.00,Approved
1282,03/16/2019,11:45:25,Withdrawal,$     0.00,$   100.00,Insufficient Funds
1283,03/16/2019,21:33:34,Withdrawal,$     2.50,$    80.00,Approved
1284,03/16/2019,22:32:05,Withdrawal,$     2.50,$    20.00,Approved
1285,03/16/2019,22:32:46,Withdrawal,$     2.50,$    20.00,Approved
1286,03/17/2019,11:44:18,Withdrawal,$     2.50,$    60.00,Approved
1287,03/17/2019,12:41:14,Withdrawal,$     2.50,$   100.00,Approved
1288,03/17/2019,16:28:44,Withdrawal,$     2.50,$    20.00,Approved
1289,03/16/2019,10:56:03,Withdrawal,$     2.50,$   100.00,Approved
1290,03/17/2019,17:20:32,Withdrawal,$     2.50,$    20.00,Approved
1291,03/16/2019,22:31:19,Withdrawal,$     2.50,$    20.00,Approved
1292,03/17/2019,20:01:11,Withdrawal,$     2.50,$    60.00,Approved
1293,03/17/2019,18:23:18,Withdrawal,$     2.50,$    20.00,Approved
1294,03/18/2019,12:25:27,Withdrawal,$     2.50,$    40.00,Approved
1296,03/18/2019,16:12:37,Withdrawal,$     2.50,$   240.00,Approved
1298,03/18/2019,16:17:21,Withdrawal,$     2.50,$    60.00,Approved
1300,03/19/2019,09:21:02,Withdrawal,$     2.50,$   400.00,Approved
1301,03/19/2019,11:33:32,Withdrawal,$     2.50,$   120.00,Approved
1302,03/18/2019,15:49:35,Withdrawal,$     2.50,$    80.00,Approved
1304,03/19/2019,14:50:06,Withdrawal,$     2.50,$    80.00,Approved
1305,03/19/2019,15:38:52,Withdrawal,$     2.50,$   180.00,Approved
1306,03/19/2019,14:59:42,Withdrawal,$     2.50,$    40.00,Approved
1307,03/19/2019,15:47:10,Withdrawal,$     2.50,$   300.00,Approved
1308,03/20/2019,10:18:00,Withdrawal,$     2.50,$   200.00,Approved
1309,03/20/2019,12:47:20,Withdrawal,$     2.50,$    80.00,Approved
1310,03/20/2019,17:30:51,Withdrawal,$     2.50,$    40.00,Approved
1312,03/20/2019,17:34:54,Withdrawal,$     2.50,$    40.00,Approved
1313,03/20/2019,17:35:54,Withdrawal,$     2.50,$    60.00,Approved
1314,03/20/2019,20:37:13,Withdrawal,$     0.00,$    60.00,Insufficient Funds
1315,03/20/2019,20:37:50,Withdrawal,$     0.00,$    60.00,Insufficient Funds
1316,03/20/2019,20:27:03,Withdrawal,$     2.50,$    60.00,Approved
1317,03/20/2019,19:16:08,Withdrawal,$     2.50,$    60.00,Approved
1318,03/20/2019,20:43:50,Withdrawal,$     0.00,$    60.00,Insufficient Funds
1319,03/20/2019,20:45:18,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1320,03/20/2019,20:38:26,Withdrawal,$     0.00,$    60.00,Not Accepted
1321,03/20/2019,20:44:37,Withdrawal,$     2.50,$    20.00,Approved
1322,03/20/2019,20:59:51,Withdrawal,$     2.50,$    40.00,Approved
1324,03/21/2019,10:40:40,Withdrawal,$     2.50,$    20.00,Approved
1327,03/21/2019,09:20:18,Withdrawal,$     2.50,$   100.00,Approved
1328,03/21/2019,18:25:05,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1329,03/21/2019,18:12:23,Withdrawal,$     2.50,$    40.00,Approved
1331,03/21/2019,20:34:37,Withdrawal,$     2.50,$    20.00,Approved
1333,03/21/2019,21:33:02,Withdrawal,$     2.50,$   240.00,Approved
1334,03/22/2019,13:34:44,Withdrawal,$     2.50,$    40.00,Approved
1335,03/21/2019,21:36:49,Withdrawal,$     2.50,$    40.00,Approved
1336,03/22/2019,14:27:24,Withdrawal,$     2.50,$   100.00,Approved
1337,03/22/2019,13:38:29,Withdrawal,$     2.50,$    20.00,Approved
1338,03/21/2019,17:37:32,Withdrawal,$     2.50,$    40.00,Approved
1339,03/22/2019,19:00:25,Withdrawal,$     2.50,$    20.00,Approved
1340,03/22/2019,19:18:28,Withdrawal,$     2.50,$    40.00,Approved
1341,03/22/2019,15:47:59,Withdrawal,$     2.50,$    80.00,Approved
1342,03/22/2019,20:23:21,Withdrawal,$     0.00,$    40.00,Bad Pin
1344,03/22/2019,20:23:57,Withdrawal,$     2.50,$    40.00,Approved
1345,03/23/2019,11:35:03,Withdrawal,$     2.50,$    40.00,Approved
1347,03/23/2019,12:25:21,Withdrawal,$     2.50,$   200.00,Approved
1348,03/23/2019,15:58:42,Withdrawal,$     0.00,$   400.00,Not Accepted
1349,03/23/2019,16:00:29,Withdrawal,$     0.00,$   100.00,Not Accepted
1350,03/23/2019,15:59:31,Withdrawal,$     2.50,$   400.00,Approved
1351,03/22/2019,21:58:38,Withdrawal,$     2.50,$    20.00,Approved
1352,03/23/2019,17:32:49,Withdrawal,$     2.50,$   200.00,Approved
1353,03/23/2019,16:01:15,Withdrawal,$     2.50,$   100.00,Approved
1354,03/23/2019,19:44:24,Withdrawal,$     2.50,$   120.00,Approved
1355,03/23/2019,18:12:46,Withdrawal,$     2.50,$   200.00,Approved
1356,03/23/2019,19:50:27,Withdrawal,$     0.00,$    60.00,Insufficient Funds
1357,03/23/2019,20:10:04,Withdrawal,$     2.50,$    40.00,Approved
1358,03/23/2019,19:49:33,Withdrawal,$     2.50,$   120.00,Approved
1359,03/23/2019,17:25:54,Withdrawal,$     2.50,$    20.00,Approved
1360,03/24/2019,09:52:15,Withdrawal,$     2.50,$   400.00,Approved
1361,03/24/2019,16:03:55,Withdrawal,$     2.50,$   220.00,Approved
1364,03/24/2019,15:49:55,Withdrawal,$     2.50,$    60.00,Approved
1366,03/25/2019,09:14:17,Withdrawal,$     2.50,$    40.00,Approved
1367,03/25/2019,13:48:01,Withdrawal,$     0.00,$    20.00,Not Accepted
1368,03/25/2019,16:43:28,Withdrawal,$     2.50,$   100.00,Approved
1369,03/25/2019,10:15:17,Withdrawal,$     2.50,$    20.00,Approved
1370,03/25/2019,17:08:30,Withdrawal,$     0.00,$    20.00,Insufficient Funds
1371,03/25/2019,17:23:32,Withdrawal,$     2.50,$    20.00,Approved
1372,03/25/2019,17:21:27,Withdrawal,$     2.50,$   160.00,Approved
1373,03/25/2019,18:50:07,Withdrawal,$     2.50,$    20.00,Approved
1374,03/25/2019,19:02:25,Withdrawal,$     2.50,$   100.00,Approved
1375,03/25/2019,19:01:23,Withdrawal,$     0.00,$   100.00,Bad Pin
1376,03/25/2019,16:42:24,Withdrawal,$     2.50,$    40.00,Approved
1378,03/25/2019,19:04:11,Withdrawal,$     0.00,$   100.00,Bad Pin
1379,03/25/2019,19:04:57,Withdrawal,$     2.50,$   100.00,Approved
1380,03/26/2019,10:16:32,Withdrawal,$     2.50,$   100.00,Approved
1382,03/26/2019,16:10:31,Withdrawal,$     2.50,$    40.00,Approved
1383,03/26/2019,18:56:16,Withdrawal,$     2.50,$    60.00,Approved
1384,03/26/2019,20:46:32,Withdrawal,$     2.50,$    80.00,Approved
1385,03/25/2019,21:25:08,Withdrawal,$     2.50,$    40.00,Approved
1388,03/26/2019,21:29:12,Withdrawal,$     2.50,$    20.00,Approved
1390,03/27/2019,12:21:49,Withdrawal,$     2.50,$    40.00,Approved
1392,03/27/2019,21:11:01,Withdrawal,$     2.50,$   120.00,Approved
1393,03/27/2019,20:28:31,Withdrawal,$     2.50,$    40.00,Approved
1395,03/28/2019,16:02:34,Withdrawal,$     2.50,$    80.00,Approved
1396,03/28/2019,20:00:29,Withdrawal,$     2.50,$   240.00,Approved
1397,03/27/2019,21:39:03,Withdrawal,$     2.50,$    20.00,Approved
1398,03/28/2019,20:29:03,Withdrawal,$     2.50,$    20.00,Approved
1399,03/28/2019,19:24:14,Withdrawal,$     2.50,$    40.00,Approved
1400,03/28/2019,20:22:28,Withdrawal,$     2.50,$   100.00,Approved
1401,03/28/2019,21:35:25,Withdrawal,$     2.50,$    20.00,Approved
1404,03/29/2019,10:19:03,Withdrawal,$     2.50,$    80.00,Approved
1405,03/29/2019,16:52:00,Withdrawal,$     2.50,$    20.00,Approved
1406,03/29/2019,10:56:45,Withdrawal,$     2.50,$   100.00,Approved
1407,03/29/2019,17:03:15,Withdrawal,$     2.50,$    80.00,Approved
1408,03/29/2019,13:02:17,Withdrawal,$     2.50,$    20.00,Approved
1409,03/29/2019,19:21:17,Withdrawal,$     2.50,$   100.00,Approved
1410,03/29/2019,20:15:58,Withdrawal,$     2.50,$    60.00,Approved
1412,03/29/2019,20:31:06,Withdrawal,$     2.50,$    40.00,Approved
1413,03/29/2019,18:50:49,Withdrawal,$     2.50,$    40.00,Approved
1414,03/30/2019,10:13:54,Withdrawal,$     2.50,$    40.00,Approved
1415,03/30/2019,10:59:31,Withdrawal,$     2.50,$    20.00,Approved
1416,03/30/2019,11:30:45,Withdrawal,$     2.50,$    40.00,Approved
1418,03/30/2019,18:37:30,Withdrawal,$     2.50,$   100.00,Approved
1419,03/30/2019,18:53:23,Withdrawal,$     0.00,$    80.00,Insufficient Funds
1420,03/30/2019,20:25:32,Withdrawal,$     0.00,$    80.00,Insufficient Funds
1421,03/30/2019,16:59:38,Withdrawal,$     2.50,$    60.00,Approved
1422,03/30/2019,20:34:09,Withdrawal,$     2.50,$    40.00,Approved
1423,03/30/2019,19:10:17,Withdrawal,$     2.50,$    40.00,Approved
1424,03/30/2019,20:37:57,Withdrawal,$     2.50,$    80.00,Approved
1426,03/30/2019,20:27:57,Withdrawal,$     2.50,$    60.00,Approved
1428,03/30/2019,22:33:43,Withdrawal,$     2.50,$    60.00,Approved
1429,03/30/2019,22:35:58,Withdrawal,$     2.50,$    40.00,Approved
1430,03/30/2019,22:34:30,Withdrawal,$     2.50,$    80.00,Approved
1431,03/31/2019,10:40:26,Withdrawal,$     2.50,$   100.00,Approved
1432,03/30/2019,22:36:52,Withdrawal,$     2.50,$    60.00,Approved
1433,03/31/2019,15:58:37,Withdrawal,$     2.50,$    20.00,Approved
1434,03/31/2019,11:20:47,Withdrawal,$     2.50,$    40.00,Approved
1435,03/31/2019,19:52:01,Withdrawal,$     2.50,$    20.00,Approved
1436,03/30/2019,20:35:20,Withdrawal,$     2.50,$    40.00,Approved
1437,03/31/2019,20:45:01,Withdrawal,$     2.50,$    40.00,Approved
1439,03/31/2019,17:25:40,Withdrawal,$     2.50,$    20.00,Approved
1440,03/31/2019,20:29:43,Withdrawal,$     2.50,$    20.00,Approved
1441,04/01/2019,14:15:41,Withdrawal,$     2.50,$    20.00,Approved
1442,04/01/2019,14:14:57,Withdrawal,$     0.00,$    40.00,Bad Pin
1443,04/01/2019,17:28:01,Withdrawal,$     2.50,$    60.00,Approved
1445,04/01/2019,20:33:06,Withdrawal,$     2.50,$    60.00,Approved
1446,04/01/2019,21:26:58,Withdrawal,$     2.50,$    20.00,Approved
1449,04/01/2019,21:27:40,Withdrawal,$     2.50,$    20.00,Approved
1450,04/02/2019,18:31:49,Withdrawal,$     2.50,$    80.00,Approved
1451,04/02/2019,19:48:18,Withdrawal,$     2.50,$    40.00,Approved
1452,04/02/2019,11:52:40,Withdrawal,$     2.50,$   140.00,Approved
1454,04/02/2019,15:06:49,Withdrawal,$     2.50,$   100.00,Approved
1455,04/03/2019,14:04:44,Withdrawal,$     2.50,$    40.00,Approved
1456,04/03/2019,09:54:14,Withdrawal,$     2.50,$   100.00,Approved
1457,04/03/2019,15:05:30,Withdrawal,$     2.50,$    60.00,Approved
1458,04/03/2019,16:06:40,Withdrawal,$     2.50,$   140.00,Approved
1460,04/03/2019,18:05:46,Withdrawal,$     2.50,$   200.00,Approved
1462,04/03/2019,14:47:44,Withdrawal,$     2.50,$    20.00,Approved
1464,04/03/2019,20:22:53,Withdrawal,$     2.50,$   200.00,Approved
1465,04/03/2019,21:09:57,Withdrawal,$     2.50,$    20.00,Approved
1466,04/04/2019,11:46:09,Withdrawal,$     2.50,$   400.00,Approved
1467,04/04/2019,10:37:59,Withdrawal,$     2.50,$   200.00,Approved
1468,04/04/2019,12:35:55,Withdrawal,$     2.50,$    20.00,Approved
1469,04/04/2019,13:49:28,Withdrawal,$     2.50,$   100.00,Approved
1470,04/04/2019,14:17:02,Withdrawal,$     2.50,$   120.00,Approved
1471,04/04/2019,14:53:29,Withdrawal,$     2.50,$    40.00,Approved
1472,04/03/2019,21:31:42,Withdrawal,$     2.50,$   120.00,Approved
1473,04/04/2019,16:27:18,Withdrawal,$     2.50,$    20.00,Approved
1475,04/05/2019,10:02:06,Withdrawal,$     2.50,$    20.00,Approved
1476,04/05/2019,10:06:54,Withdrawal,$     2.50,$    60.00,Approved
1477,04/05/2019,15:05:28,Withdrawal,$     2.50,$    60.00,Approved
1478,04/05/2019,13:47:43,Withdrawal,$     2.50,$   100.00,Approved
1479,04/05/2019,15:06:24,Withdrawal,$     2.50,$    20.00,Approved
1480,04/04/2019,20:30:22,Withdrawal,$     2.50,$    20.00,Approved
1481,04/05/2019,16:08:08,Withdrawal,$     2.50,$    40.00,Approved
1482,04/05/2019,18:21:22,Withdrawal,$     2.50,$    20.00,Approved
1483,04/05/2019,16:09:01,Withdrawal,$     2.50,$   200.00,Approved
